"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"TC_55!011b | Testing button [Go to platform] on tooltip 'Long position overnight fee'","Role: Auth","Country: de","0","0","0","6","0"
"TC_55!039 | Applied filters 'Region/Sectors' are not displayed after selecting an item from the 'Most traded' dropdown in the 'Live shares prices'  widget on the 'Shares' page","Role: NoReg","Country: au","1","1","0","0","0"
"TC_55!077 | Testing 'Trading calculator' widget in menu [CFD calculator]","Role: NoReg","Country: au","0","0","0","49","0"
"TC_55!077 | Testing 'Trading calculator' widget in menu [CFD calculator]","Role: NoReg","Country: de","0","0","0","49","0"
"TC_55!046 | Testing button [Create account] button in the Menu item [Trading Courses]","Role: Auth","Country: ua","0","0","0","2","0"
"TC_55!077 | Testing 'Trading calculator' widget in menu [CFD calculator]","Role: NoReg","Country: ua","0","0","0","49","0"
"TC_55!011b | Testing button [Go to platform] on tooltip 'Long position overnight fee'","Role: Auth","Country: ua","2","0","0","4","0"
"TC_55!036a | Testing field [email] in Sign up form","Role: NoReg","Country: ua","3","0","3","0","0"
"TC_55!077 | Testing 'Trading calculator' widget in menu [CFD calculator]","Role: Auth","Country: de","0","0","0","49","0"
"TC_55!036a | Testing field [email] in Sign up form","Role: NoAuth","Country: de","3","0","3","0","0"
"TC_55!036a | Testing field [email] in Sign up form","Role: NoReg","Country: de","3","0","3","0","0"
"TC_55!093 | The Search field in the header is not opened after performed search","Role: NoReg","Country: de","2","0","0","0","0"
"TC_55!022 | Testing button [Google Play] on the block 'CFD trading app'","Role: NoAuth","Country: ua","2","0","0","0","0"
"TC_55!077 | Testing 'Trading calculator' widget in menu [CFD calculator]","Role: NoAuth","Country: au","0","0","0","49","0"
"TC_55!077 | Testing 'Trading calculator' widget in menu [CFD calculator]","Role: Auth","Country: ua","0","0","0","49","0"
"TC_55!077 | Testing 'Trading calculator' widget in menu [CFD calculator]","Role: NoAuth","Country: ua","0","0","0","49","0"
"TC_55!011c | Testing button [Go to platform] on tooltip 'Short position overnight fee'","Role: Auth","Country: ua","2","0","0","4","0"
"TC_55!091 | Start retest manual TC_55!091 | Page '教育' (Education) is opened after click on menu section [新聞和分析] (News and analysis) in CN language","Role: NoAuth","Country: de","1","0","0","0","0"
"TC_55!011b | Testing button [Go to platform] on tooltip 'Long position overnight fee'","Role: Auth","Country: au","0","0","0","6","0"
"TC_55!012 | Testing button [Try now] on the block 'Why choose Capital.com?'","Role: Auth","Country: ua","3","0","0","0","0"
"TC_55!012 | Testing button [Try now] on the block 'Why choose Capital.com?'","Role: NoAuth","Country: de","3","0","0","0","0"
"TC_55!061 | Sidebar "" Crypto trading  guide"" is absent on pages ""Bitcoin Gold"" and ""Crypto vs stocks: What’s the difference?""","Role: NoReg","Country: es","2","0","0","2","0"
"TC_55!077 | Testing 'Trading calculator' widget in menu [CFD calculator]","Role: Auth","Country: au","0","0","0","49","0"
"TC_55!039 | Applied filters 'Region/Sectors' are not displayed after selecting an item from the 'Most traded' dropdown in the 'Live shares prices'  widget on the 'Shares' page","Role: Auth","Country: ua","2","0","0","0","0"
